Lead_Origin,Lead_Source,Do_Not_Email,Converted,TotalVisits,Total_Time_Spent_on_Website,Page_Views_Per_Visit,Specialization,What_is_your_current_occupation,Tags,City,A_free_copy_of_Mastering_The_Interview,Last_Notable_Activity
Landing_Page_Submission,Direct_Traffic,No,1,2,33,2,International_Business,Unemployed,Closed_by_Horizzon,Mumbai,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,8,100,2.67,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
API,Olark_Chat,Yes,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,0,2,84,1,Not_Specified,Student,Other_Tags,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Google,No,0,3,255,3,Management_Specializations,Unemployed,Ringing,Mumbai,No,Modified
API,Direct_Traffic,No,1,5,1885,1.67,Rural_and_Agribusiness,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,0,2,41,2,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,5,866,5,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Google,No,1,3,1231,1.5,Media_and_Advertising,Other,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,5,216,5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,4,1396,4,Management_Specializations,Unemployed,Busy,Other_Cities of Maharashtra,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,4,1696,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,2,1020,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Google,No,0,2,81,2,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,Yes,0,3,1416,3,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,0,1,362,1,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,4,235,4,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,530,2,Management_Specializations,Unemployed,Busy,Other_Cities,No,Email_Opened
API,Organic_Search,No,0,2,471,2,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Google,No,0,3,382,1.5,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Unemployed,Busy,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,1419,2,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,371,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,8,567,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities of Maharashtra,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,5,13,1.25,Rural_and_Agribusiness,Unemployed,Ringing,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Organic_Search,No,0,3,420,3,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,1,2,1043,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,1,3,1490,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,24,5,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,No,1,13,1219,2.17,Business_Administration,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,Olark_Chat_Conversation
Landing_Page_Submission,Direct_Traffic,No,0,2,11,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,Yes,1,1,961,1,Business_Administration,Unemployed,Lost_to_EINS,Mumbai,Yes,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Lost_to_EINS,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Working_Professional,Closed_by_Horizzon,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,9,57,1.8,Business_Administration,Unemployed,Ringing,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,1,3,1228,1.5,Management_Specializations,Unemployed,Busy,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,0,5,169,2.5,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,2,262,2,Management_Specializations,Unemployed,Not_Specified,Other_Cities of Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,3,82,3,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Email_Opened
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Business_Administration,Unemployed,Lost_to_EINS,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,3,76,3,Management_Specializations,Unemployed,Not_Specified,Other_Metro_Cities,Yes,Email_Opened
API,Google,No,1,4,1125,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Google,No,1,5,321,2.5,Management_Specializations,Unemployed,Busy,Mumbai,Yes,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,0,3,263,1.5,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
API,Google,No,1,2,636,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Student,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,2,882,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Lost_to_EINS,Mumbai,No,Modified
Landing_Page_Submission,Google,Yes,0,5,889,5,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,6,1431,6,Banking_Investment_And_Insurance,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,2,216,2,International_Business,Unemployed,Ringing,Other_Cities of Maharashtra,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,6,1626,6,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,0,2,258,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Google,No,0,2,1622,2,Not_Specified,Unemployed,Other_Tags,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,5,1591,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,4,852,4,Management_Specializations,Unemployed,Busy,Mumbai,No,Email_Link_Clicked
Landing_Page_Submission,Google,No,0,4,137,4,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Management_Specializations,Unemployed,Ringing,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,3,96,3,Travel_and_Tourism,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,6,652,2,Management_Specializations,Unemployed,Other_Tags,Other_Cities,No,Modified
API,Google,Yes,0,3,1302,3,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,1,11,900,11,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Organic_Search,No,1,4,41,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
API,Google,No,1,10,1489,2,Not_Specified,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
API,Organic_Search,No,0,3,236,1.5,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,3,694,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities of Maharashtra,No,Email_Opened
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Organic_Search,Yes,0,5,228,5,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,0,3,1730,3,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,3,87,3,Management_Specializations,Unemployed,Ringing,Other_Cities,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
API,Olark_Chat,Yes,0,0,0,0,Not_Specified,Unemployed,Ringing,Mumbai,No,Other_Notable_activity
API,Olark_Chat,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Google,No,0,1,54,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,2,114,2,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,1,4,464,2,Management_Specializations,Student,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Organic_Search,No,0,14,255,7,Media_and_Advertising,Unemployed,Interested_in_other_courses,Mumbai,Yes,Olark_Chat_Conversation
Landing_Page_Submission,Direct_Traffic,No,0,2,568,2,E_COMMERCE,Unemployed,Not_Specified,Other_Cities of Maharashtra,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,0,3,1628,1,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Other_Cities of Maharashtra,No,Email_Opened
Lead_Add_Form,Reference,No,1,7,866,7,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
Lead_Add_Form,Reference,No,1,3,1441,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Google,No,1,2,1017,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Thane_and_Outskirts,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,SMS_Sent
Landing_Page_Submission,Google,No,1,5,314,5,Travel_and_Tourism,Student,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,1,4,1046,4,Banking_Investment_And_Insurance,Working_Professional,Will_revert_after_reading_the_email,Other_Cities of Maharashtra,No,Modified
API,Google,No,0,3,89,1.5,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,1,1320,1,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Other_Cities,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Rural_and_Agribusiness,Student,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Lead_Add_Form,Others,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,0,2,340,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,1,2,1349,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,0,4,1522,4,Business_Administration,Unemployed,Not_Specified,Thane_and_Outskirts,No,Email_Link_Clicked
API,Google,No,1,3,92,1,Management_Specializations,Unemployed,Other_Tags,Other_Cities of Maharashtra,No,Modified
Lead_Add_Form,Others,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,1,5,1484,5,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Google,No,1,5,1030,5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,10,147,2.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Olark_Chat_Conversation
Landing_Page_Submission,Google,No,1,3,1298,3,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
Landing_Page_Submission,Google,No,1,9,128,4.5,Business_Administration,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,4,1614,4,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Organic_Search,No,0,5,271,1.25,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,3,93,1.5,Rural_and_Agribusiness,Unemployed,Other_Tags,Thane_and_Outskirts,No,Email_Opened
API,Google,No,0,2,344,2,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,5,301,5,Management_Specializations,Unemployed,Ringing,Thane_and_Outskirts,Yes,Email_Opened
API,Google,No,0,1,200,1,Management_Specializations,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,4,234,4,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Olark_Chat_Conversation
API,Google,No,0,4,1065,2,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,1,2,1554,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
API,Google,No,0,2,371,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,Yes,0,5,1313,1.67,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Modified
Landing_Page_Submission,Google,Yes,0,5,1287,2.5,Business_Administration,Unemployed,Ringing,Mumbai,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,0,3,413,3,Management_Specializations,Unemployed,Other_Tags,Mumbai,Yes,Modified
API,Direct_Traffic,No,1,13,20,2.6,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Other_Notable_activity
Landing_Page_Submission,Direct_Traffic,No,1,9,382,4.5,Travel_and_Tourism,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,4,166,4,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,1,3,312,1.5,Services_Excellence,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Link_Clicked
Landing_Page_Submission,Organic_Search,Yes,0,3,1629,3,Travel_and_Tourism,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Direct_Traffic,No,0,4,349,4,International_Business,Unemployed,Ringing,Mumbai,No,Page_Visited_on_Website
Landing_Page_Submission,Direct_Traffic,No,1,13,998,2.17,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,2,144,2,E_COMMERCE,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Google,No,0,4,213,4,Management_Specializations,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,7,151,1.4,Banking_Investment_And_Insurance,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,3,1157,3,Business_Administration,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,3,1087,1.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
API,Google,No,1,3,992,3,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Google,No,0,1,176,1,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,0,4,329,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
Landing_Page_Submission,Google,No,0,2,1269,2,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Lead_Add_Form,Reference,No,0,0,0,0,Not_Specified,Unemployed,Ringing,Thane_and_Outskirts,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Google,No,1,8,1391,2.67,Business_Administration,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,0,5,415,5,Business_Administration,Unemployed,Not_Specified,Other_Cities,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Google,No,0,2,158,1,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,4,82,4,Travel_and_Tourism,Unemployed,Interested_in_other_courses,Other_Metro_Cities,Yes,Modified
Landing_Page_Submission,Organic_Search,No,1,7,1242,3.5,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,4,1236,4,Management_Specializations,Unemployed,Ringing,Mumbai,Yes,Modified
API,Google,No,1,2,1696,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,2,267,1,Media_and_Advertising,Unemployed,Not_Specified,Mumbai,Yes,Modified
Landing_Page_Submission,Organic_Search,No,1,4,344,4,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Organic_Search,No,0,16,1278,4,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Page_Visited_on_Website
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Email_Opened
Lead_Add_Form,Welingak_Website,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,1,2,915,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,2,240,2,Management_Specializations,Unemployed,Interested_in_other_courses,Other_Cities,No,Modified
API,Google,No,1,2,1196,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,1,3,25,3,Not_Specified,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Organic_Search,No,0,4,229,2,Management_Specializations,Unemployed,Not_Specified,Other_Cities,No,Email_Opened
Landing_Page_Submission,Google,No,0,6,422,6,Management_Specializations,Unemployed,Busy,Other_Cities,No,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
API,Organic_Search,No,1,7,998,1.75,Not_Specified,Unemployed,Other_Tags,Mumbai,No,SMS_Sent
API,Google,No,1,3,1557,3,Banking_Investment_And_Insurance,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,7,1380,7,Business_Administration,Unemployed,Busy,Other_Metro_Cities,Yes,Email_Opened
API,Google,No,1,3,318,3,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Google,No,0,2,884,2,Not_Specified,Unemployed,Other_Tags,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,5,1656,5,Media_and_Advertising,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Google,No,0,8,94,8,Management_Specializations,Unemployed,Other_Tags,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,7,940,7,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,2,1558,2,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Thane_and_Outskirts,Yes,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,1,4,1052,4,Management_Specializations,Unemployed,Not_Specified,Other_Metro_Cities,Yes,Email_Opened
Landing_Page_Submission,Google,No,1,3,1030,3,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,9,127,3,Management_Specializations,Working_Professional,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,7,522,7,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,10,1159,2.5,Management_Specializations,Unemployed,Not_Specified,Thane_and_Outskirts,No,Modified
Landing_Page_Submission,Organic_Search,No,0,6,1243,6,Management_Specializations,Unemployed,Will_revert_after_reading_the_email,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Student,Will_revert_after_reading_the_email,Thane_and_Outskirts,No,Email_Opened
Landing_Page_Submission,Direct_Traffic,No,0,3,1349,1.5,Management_Specializations,Unemployed,Not_Specified,Other_Cities of Maharashtra,Yes,Email_Opened
Landing_Page_Submission,Google,No,0,2,151,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
API,Google,No,1,2,1025,2,Business_Administration,Unemployed,Busy,Mumbai,Yes,Modified
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Organic_Search,No,1,16,1804,2.67,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,SMS_Sent
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
Landing_Page_Submission,Google,No,1,5,1388,1.67,Business_Administration,Unemployed,Busy,Mumbai,Yes,Modified
API,Google,No,0,2,1260,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Unemployed,Closed_by_Horizzon,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Lost_to_EINS,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,1,4,1425,4,Management_Specializations,Unemployed,Not_Specified,Mumbai,Yes,SMS_Sent
Landing_Page_Submission,Direct_Traffic,No,0,6,34,3,Management_Specializations,Unemployed,Not_Specified,Other_Cities,Yes,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Management_Specializations,Working_Professional,Closed_by_Horizzon,Mumbai,No,Modified
API,Olark_Chat,No,1,0,0,0,Not_Specified,Unemployed,Not_Specified,Mumbai,No,SMS_Sent
API,Google,No,1,3,684,3,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Email_Opened
API,Olark_Chat,No,0,0,0,0,Not_Specified,Unemployed,Interested_in_other_courses,Mumbai,No,Modified
Landing_Page_Submission,Direct_Traffic,No,0,4,66,1.33,Management_Specializations,Unemployed,Ringing,Other_Cities,Yes,Email_Opened
API,Google,No,1,2,1113,2,Not_Specified,Unemployed,Will_revert_after_reading_the_email,Mumbai,No,Email_Opened
Landing_Page_Submission,Google,No,1,5,651,2.5,Management_Specializations,Unemployed,Lost_to_EINS,Mumbai,No,Modified
Lead_Add_Form,Reference,No,1,0,0,0,Services_Excellence,Unemployed,Closed_by_Horizzon,Thane_and_Outskirts,No,Modified
API,Google,No,0,2,433,2,Not_Specified,Unemployed,Not_Specified,Mumbai,No,Modified
